stop_id,stop_code,stop_name,stop_lat,stop_lon,wheelchair_boarding
4-101,101,Visitation,47.304405,5.119696,1
4-328,328,Stade Poussots,47.304607,5.062197,0
4-311,311,Cottin,47.346569,5.013619,1
4-1001,1001,Chérains,47.334236,4.987555,1
4-842,842,Grande Légie,47.289482,5.109236,0
4-900,900,Lycée de Serres,47.307827,5.116354,0
4-102,102,Bois du Roy,47.303188,5.123232,1
4-112,112,Clématites,47.299278,5.134923,1
4-1058,1058,Capucines,47.302208,5.14029,0
4-895,895,Perret,47.301762,5.142675,0
4-896,896,Géraniums,47.298958,5.143626,0
4-897,897,Artisans,47.294216,5.145759,0
4-1362,1362,Trois Saffres,47.347126,5.030253,0
4-838,838,Bassin,47.297905,5.102898,1
4-852,852,Dorain,47.292843,5.106473,1
4-853,853,Normand,47.291592,5.110258,0
4-843,843,Le Fort,47.28809,5.106081,1
4-844,844,Mimosas,47.290089,5.102679,0
4-1057,1057,Avenue de Tavaux,47.288021,5.133964,0
4-1380,1380,Montots,47.281612,5.106698,1
4-1056,1056,Excellence 2000,47.283382,5.13302,0
4-1379,1379,Racine,47.278049,5.110852,1
4-1378,1378,Corneille,47.278675,5.113225,1
4-1306,1306,Changey,47.354733,4.992572,1
4-788,788,Rue de Dijon,47.349758,5.001727,0
4-787,787,Bernard,47.350784,5.000176,0
4-884,884,Nation,47.347183,5.043645,1
4-285,285,Europe,47.353249,5.045992,0
4-283,283,Nation,47.346497,5.045318,0
4-762,762,Coteaux du Suzon,47.350796,5.040106,0
4-763,763,Touzet du Vigier,47.352631,5.037842,0
4-697,697,La Vapeur,47.346367,5.059349,1
4-1137,1137,Bressey ZA,47.308525,5.169882,0
4-980,980,Tire Pesseau,47.31601,5.005232,1
4-121,121,Allende,47.320988,5.105761,1
4-120,120,Prévert,47.320538,5.109206,0
4-119,119,Camus,47.319157,5.109703,0
4-782,782,Cortots,47.353794,5.026471,1
4-459,459,Belfontaine,47.352131,5.030294,1
4-1119,1119,Place du Puits,47.365925,4.994997,0
4-1118,1118,Les Collines,47.367844,4.991078,0
4-837,837,Site funéraire Dijonmétropole,47.305058,5.09251,1
4-1309,1309,Alisiers,47.346859,5.001384,0
4-701,701,Churchill,47.352695,5.053102,1
4-700,700,Granville,47.350426,5.0521,1
4-699,699,Proust,47.349224,5.054913,0
4-470,470,Petit Ouges,47.254295,5.085956,0
4-469,469,De Gaulle,47.257549,5.082329,0
4-468,468,Ouges Mairie,47.26244,5.075109,0
4-467,467,Tilleul,47.263546,5.070472,0
4-1039,1039,Ecluse,47.278748,5.062572,0
4-1045,1045,Terminal,47.277908,5.069844,0
4-1146,1146,Colleys,47.256737,5.046723,0
4-1020,1020,Perrigny Mairie,47.266117,5.006419,1
4-1021,1021,Tourelle,47.267128,5.005531,0
4-1022,1022,Terreau du Moulin,47.269962,5.00796,0
4-1023,1023,Lapostolet,47.273289,5.009224,0
4-1024,1024,Vignery,47.272774,5.006275,0
4-1026,1026,CAT - ESAT,47.274754,5.006612,1
4-1027,1027,Cap-Sud,47.278351,5.009067,0
4-959,959,Dardelain,47.278465,5.009959,1
4-1252,1252,Colombier,47.26973,4.990745,0
4-1253,1253,Méchalot,47.272423,4.99183,1
4-1254,1254,St-Vincent,47.275204,4.994521,0
4-941,941,Limburgerhof,47.291912,5.01538,0
4-942,942,Ferry,47.295307,5.017641,1
4-939,939,Collège Aymé,47.280457,5.003247,1
4-938,938,Rameau,47.278389,5.000022,0
4-1275,1275,Herbiottes,47.278435,5.016398,1
4-374,374,Opaline,47.333179,5.090545,0
4-375,375,Marie de Bourgogne,47.334023,5.089185,0
4-1685,1685,Préfecture,47.324242,5.042165,0
4-1684,1684,Notre Dame,47.322502,5.041031,1
4-485,485,Pôle Santé,47.36134,5.051105,0
4-1180,1180,Giroud,47.365406,5.04959,0
4-1209,1209,Brossolette,47.342026,4.990854,1
4-1213,1213,Milsand,47.308739,5.038852,1
4-1228,1228,Suquet,47.316086,5.033679,1
4-1262,1262,Sembat,47.297348,5.022056,0
4-1264,1264,St-Jacques,47.306229,5.021351,1
4-1281,1281,Claudel,47.306484,4.997558,0
4-1289,1289,Verriers,47.300121,5.036644,0
4-1293,1293,Ateliers APF,47.289352,5.049951,1
4-1392,1392,Chambertin,47.36713,4.998991,0
4-1394,1394,La Paisse,47.368587,4.987763,0
4-1321,1321,Champs Creux,47.300415,5.12322,1
4-1399,1399,York,47.331245,5.059227,0
4-1388,1388,Pompon,47.333469,5.023514,0
4-1629,1629,Quetigny C. Cial,47.311531,5.10412,0
4-1646,1646,Tirbaude,47.329086,5.088957,1
4-1617,1617,Pièce Léger,47.277527,5.015149,1
4-1627,1627,Vaillant,47.330002,5.044469,1
4-1635,1635,La Combe,47.276676,5.118399,1
4-1636,1636,Neuilly Liberté,47.279778,5.107489,1
4-1654,1654,Saint-Apollinaire Mairie,47.333721,5.085489,1
4-1649,1649,Saint-Apollinaire Mairie,47.333748,5.085133,1
4-1655,1655,Marie de Bourgogne,47.333912,5.088094,1
4-1683,1683,Beaux Arts,47.322239,5.042328,1
4-1625,1625,Canzio,47.342655,5.000671,1
4-15000,15000,Piscine Olympique,47.315247,5.081494,0
4-10012,10012,A. Patte,47.278275,4.918653,0
4-10011,10011,Les Pins,47.294621,4.937144,0
4-10010,10010,Corcelles les Monts,47.295315,4.940207,0
4-10009,10009,Combe à la Serpent,47.301521,4.961084,0
4-10038,10038,St-Laurent,47.357529,4.990697,1
4-10044,10044,Bourvil,47.290615,5.129813,1
4-10045,10045,Trianon,47.28804,5.127615,1
4-10058,10058,Piot,47.306637,5.055195,1
4-10064,10064,Docteur Schmitt,47.324162,5.073758,1
4-10065,10065,Hyacinthe Vincent,47.326183,5.073253,1
4-144,144,Bibliothèque,47.319271,5.042919,0
4-559,559,Bougeot,47.296043,5.008046,0
4-554,554,Bougeot,47.296078,5.008061,0
4-1647,1647,Jean Giraudoux,47.330254,5.089017,0
4-752,752,Barbe,47.329006,5.039639,0
4-541,541,Billardon,47.328373,5.069619,1
4-1115,1115,Billardon,47.328457,5.070629,0
4-1358,1358,Bourroches Eiffel,47.312805,5.014151,1
4-626,626,Calmette,47.309517,5.001825,1
4-91,91,Carmélites,47.285645,5.07426,0
4-685,685,Lycée le Castel,47.312878,5.036944,1
4-872,872,Collège Le Parc,47.310944,5.033022,1
4-321,321,Cellerier,47.327652,5.033269,0
4-456,456,Ecole des Métiers,47.291649,5.035991,1
4-1255,1255,Cours Fleury,47.327415,5.042259,0
4-334,334,Grands Crus,47.284592,5.008149,1
4-1147,1147,Chevigny Pont Neuf,47.242931,5.056915,0
4-937,937,Champforey,47.27763,4.997458,0
4-952,952,Marsannay,47.279789,5.006493,1
4-609,609,Chicago,47.299564,5.056939,1
4-113,113,Chevigny Mairie,47.302048,5.136802,1
4-86,86,Champmaillot,47.318302,5.055841,1
4-332,332,Cimetière,47.303024,5.064856,0
4-32,32,Clomiers,47.333496,5.016486,1
4-784,784,Fontaine C. Cial,47.35564,5.030325,1
4-534,534,Lycée Eiffel,47.334526,5.066319,1
4-1145,1145,Domois,47.259644,5.047849,0
4-907,907,Boutaric,47.334686,5.061534,1
4-549,549,Epirey Capnord (descente),47.339802,5.068614,1
4-25,25,Ecoparc Dijon Bourgogne,47.334724,5.10605,0
4-688,688,Marne,47.330635,5.048856,0
4-10046,10046,Champ Chardon,47.283291,5.12824,0
4-866,866,Fac. des Sciences,47.314995,5.064064,1
4-437,437,Félizots,47.342796,5.023745,0
4-280,280,Junot,47.338764,5.044609,0
4-435,435,Monnet,47.346893,5.026361,1
4-836,836,De Coubertin,47.309288,5.083054,1
4-317,317,Houdart,47.336025,5.025086,1
4-118,118,Ronde,47.317314,5.109237,0
4-197,197,Cap Vert,47.313412,5.094741,1
4-1004,1004,Le Lac,47.325466,5.007637,0
4-196,196,Bief du Moulin,47.284256,5.061015,1
4-110,110,Lescure,47.337021,5.109002,1
4-995,995,Lycée Kir,47.341488,4.967165,0
4-1314,1314,Longvic Z.I.,47.275417,5.062112,0
4-562,562,Mansart,47.312328,5.063041,1
4-1127,1127,Marronniers,47.282265,5.10652,1
4-832,832,Urgences CHU,47.322315,5.069269,1
4-94,94,Mont Blanc,47.299789,5.076004,0
4-171,171,Fassoles,47.334949,5.009356,1
4-1331,1331,Chevigny,47.297413,5.125604,1
4-74,74,St-Mesmin,47.332352,5.01852,1
4-1310,1310,Maladière,47.344555,5.000752,0
4-1653,1653,Moirey,47.333668,5.08358,0
4-845,845,Pré aux Moines,47.290035,5.099713,1
4-187,187,Parc,47.302307,5.048676,0
4-530,530,Grésilles Trimolet,47.329247,5.065017,1
4-109,109,Pré Rondot,47.338581,5.105918,1
4-450,450,Morel Retz,47.305202,5.039957,0
4-698,698,Roosevelt,47.348431,5.057282,1
4-628,628,Rossignol Eiffel,47.312675,5.010399,1
4-326,326,Salengro,47.308289,5.057224,1
4-851,851,Sennecey Mairie,47.291534,5.102053,0
4-696,696,Via Romana,47.342854,5.058309,1
4-632,632,Ste-Chantal,47.315536,5.024068,1
4-175,175,St-François,47.325218,5.014905,1
4-314,314,St-Luc,47.340897,5.017559,1
4-66,66,Jouvet,47.338909,4.996883,0
4-180,180,Théâtre,47.320923,5.043201,1
4-1078,1078,Toison d'Or,47.354599,5.051702,1
4-472,472,Vigne aux Chiens,47.333275,5.075562,0
4-1000,1000,Vaux Bruns,47.335732,4.983617,1
4-524,524,Z.I. Beauregard,47.278973,5.054913,0
4-521,521,22 Janvier,47.276405,5.058459,0
4-522,522,Longvic Z.I.,47.275043,5.060532,0
4-526,526,Fortin,47.272694,5.051274,0
4-527,527,Henry Darcy,47.268059,5.057876,0
4-529,529,Via Agrippa,47.270267,5.048506,0
4-536,536,Freycinet,47.269367,5.04612,0
4-555,555,Oscara,47.270622,5.054832,0
4-1241,1241,Bourroches Eiffel,47.314301,5.014067,1
4-1238,1238,Bel Air,47.313221,5.003161,0
4-606,606,Patte d'Oie,47.311169,5.004263,0
4-1239,1239,Saulx Tavannes,47.316975,4.989028,0
4-1043,1043,Longvic Centre,47.286942,5.063982,0
4-1097,1097,Prison,47.313023,5.051483,1
4-1210,1210,Chèvre Morte,47.331661,5.0145,1
4-1604,1604,Lycée Carnot,47.323673,5.049483,1
4-213,213,Poincaré,47.328815,5.058547,0
4-1615,1615,Thibaut,47.293686,5.008722,1
4-953,953,Langevin,47.284779,5.010658,0
4-807,807,Fyot,47.310024,5.016037,1
4-367,367,Longènes,47.33025,5.077446,1
4-1243,1243,Leclerc,47.3311,5.011917,1
4-1226,1226,Champeaux,47.301395,5.063595,0
4-1064,1064,Château,47.314327,5.105786,1
4-93,93,Lycée H. Fontaine,47.317726,5.051285,1
4-1664,1664,La Gentiane,47.278648,5.115433,1
4-1652,1652,La Planchotte,47.336517,5.083726,0
4-1237,1237,Gorgets,47.320183,5.009583,0
4-1346,1346,Glycines,47.339035,5.020987,0
4-10047,10047,Bizet,47.332027,5.027043,1
4-785,785,Dubois,47.325188,5.032444,1
4-1170,1170,Canzio,47.342869,5.000496,1
4-10017,10017,Carraz,47.300304,5.021,0
4-1326,1326,Menuisiers,47.290874,5.149155,0
4-1368,1368,AgroSup,47.310993,5.066163,1
4-1347,1347,Terrillon,47.337223,5.03231,0
4-1404,1404,Le Suzon,47.346764,5.035108,0
4-80,80,Lycée de Serres,47.308693,5.116214,0
4-1324,1324,Kennedy,47.292953,5.130253,1
4-1325,1325,J. Moulin,47.292534,5.135285,0
4-1395,1395,Hauteville Mairie,47.364349,4.992759,0
4-1393,1393,Place du Puits,47.365864,4.995046,1
4-10039,10039,St-Laurent,47.357231,4.990709,1
4-10066,10066,Docteur Schmitt,47.324112,5.073637,1
4-10067,10067,Hyacinthe Vincent,47.326309,5.073167,1
4-1350,1350,Abbé Chanlon,47.304878,5.01251,1
4-365,365,Billardon,47.328876,5.068903,0
4-955,955,Marsannay,47.280182,5.006566,0
4-1384,1384,Chevigny Mairie,47.301342,5.13519,1
4-10059,10059,Clomiers,47.33408,5.016144,1
4-10001,10001,Fontaine C. Cial,47.355652,5.03022,1
4-10068,10068,Longvic Centre,47.287334,5.063738,1
4-24,24,Champ Chardon,47.283413,5.127625,0
4-95,95,Collège Rameau,47.321915,4.995851,0
4-978,978,Allobroges,47.339386,5.039185,1
4-270,270,Monge Cité de la gastronomie,47.317387,5.031534,1
4-1172,1172,Lycée Boivin,47.302135,5.127623,1
4-1351,1351,L. de Vinci,47.302689,5.010323,1
4-45,45,Lescure,47.337582,5.108899,1
4-1650,1650,Moirey,47.334602,5.083283,0
4-1219,1219,30 Octobre,47.320984,5.052033,1
4-210,210,Grésilles Trimolet,47.328846,5.064096,0
4-60,60,Pré Rondot,47.338314,5.105388,1
4-723,723,Theuriet,47.33815,5.050509,0
4-855,855,Morel Retz,47.305557,5.039406,0
4-769,769,Salengro,47.308136,5.056436,1
4-10069,10069,Wilson Sisley,47.316563,5.042583,1
4-10074,10074,Bouchet,47.346821,5.078098,0
4-538,538,Via Agrippa,47.270168,5.048528,0
4-1240,1240,Bel Air,47.31266,5.004046,1
4-627,627,Patte d'Oie,47.311363,5.004458,0
4-1291,1291,Duhamel,47.284119,5.056907,1
4-1042,1042,Longvic Centre,47.287041,5.063921,0
4-1099,1099,Prison,47.312965,5.051639,1
4-1207,1207,Chèvre Morte,47.330776,5.0139,1
4-1607,1607,Lycée Carnot,47.323517,5.049607,1
4-1618,1618,Thibaut,47.293644,5.009024,1
4-806,806,Fyot,47.30975,5.016181,1
4-1236,1236,Leclerc,47.330624,5.011549,0
4-1225,1225,Champeaux,47.301537,5.063787,0
4-1066,1066,Château,47.314693,5.105898,1
4-1665,1665,La Gentiane,47.278885,5.114943,1
4-1242,1242,Gorgets,47.320206,5.00977,0
4-1360,1360,Glycines,47.339214,5.021076,0
4-10048,10048,Bizet,47.332092,5.026953,1
4-1222,1222,Dubois,47.325153,5.032031,1
4-551,551,Terrillon,47.337303,5.03238,0
4-10018,10018,Carraz,47.300385,5.02115,0
4-1327,1327,Menuisiers,47.29089,5.149249,0
4-1367,1367,AgroSup,47.312096,5.064062,1
4-1442,1442,Gare SNCF Sévigné,47.322529,5.030337,1
4-1329,1329,Kennedy,47.293079,5.129929,1
4-10060,10060,MARSANNAY Portes du Sud,47.278889,5.019343,1
4-1356,1356,Abbé Chanlon,47.304962,5.012739,1
4-10030,10030,Billardon,47.329575,5.069826,0
4-1375,1375,Lycée de Gaulle,47.347095,5.041641,1
4-1385,1385,Chevigny Mairie,47.301353,5.134688,1
4-10061,10061,Clomiers,47.334049,5.016328,1
4-1342,1342,Dallas CRI,47.336594,5.060758,1
4-1586,1586,Marne,47.330334,5.048312,0
4-986,986,Allobroges,47.339325,5.038308,1
4-15002,15002,Monge Cité de la gastronomie,47.316765,5.030775,1
4-1339,1339,Chanoine Kir,47.317745,5.003678,1
4-1355,1355,L. de Vinci,47.302544,5.009972,1
4-131,131,Valentin,47.288395,5.060273,1
4-1637,1637,Marronniers,47.28252,5.105965,0
4-1440,1440,Urgences CHU,47.322598,5.069535,1
4-1216,1216,30 Octobre,47.320858,5.05204,1
4-211,211,Grésilles Trimolet,47.328819,5.064121,0
4-984,984,Theuriet,47.33847,5.050261,1
4-770,770,Salengro,47.308262,5.056429,1
4-10075,10075,Bouchet,47.34687,5.078021,0
4-1218,1218,Blanchisseries,47.307117,5.037341,0
4-1602,1602,Parc des Sports,47.322487,5.065055,1
4-1398,1398,Poincaré,47.329346,5.059302,1
4-1231,1231,Perrières,47.322968,5.019187,0
4-1443,1443,Gare SNCF,47.322521,5.030602,1
4-130,130,Bons Compagnons,47.332386,5.090967,1
4-106,106,Bons Compagnons,47.332432,5.091288,1
4-107,107,Bois Guillaume,47.334705,5.097429,1
4-129,129,Bois Guillaume,47.334476,5.096914,1
4-108,108,Robin,47.336182,5.101305,1
4-156,156,Robin,47.336403,5.101807,1
4-1333,1333,Chevigny Mairie,47.302113,5.136713,1
4-1400,1400,Boutaric,47.335152,5.060406,1
4-1287,1287,Fauconnet,47.338726,5.039337,1
4-1214,1214,Chanoine Kir,47.317131,5.003766,1
4-388,388,Grésilles Trimolet,47.329193,5.065001,0
4-1372,1372,Theuriet,47.337959,5.050923,0
4-357,357,Piscine,47.322491,5.001307,1
4-364,364,Piscine,47.322628,5.001182,1
4-387,387,Champs Perdrix,47.319786,5.0046,1
4-401,401,Champs Perdrix,47.320473,5.003721,1
4-394,394,Avenue du Lac,47.318581,5.005334,1
4-395,395,Avenue du Lac,47.318584,5.005599,1
4-1292,1292,Longvic Centre,47.28717,5.062711,1
4-1601,1601,Montmuzard,47.324738,5.065064,1
4-1608,1608,Parc des Sports,47.322674,5.065144,1
4-1403,1403,Poincaré,47.32933,5.059236,0
4-1675,1675,Auditorium,47.328434,5.052531,1
4-1596,1596,Dubois,47.325161,5.031317,1
4-1363,1363,Le Suzon,47.346775,5.035307,0
4-368,368,Lagny,47.316605,5.034975,0
4-1401,1401,Boutaric,47.335209,5.060329,1
4-1371,1371,Toison d'Or,47.354462,5.052279,1
4-1609,1609,Montmuzard,47.32534,5.065055,1
4-1676,1676,Auditorium,47.328491,5.051951,1
4-1642,1642,Grand Marché,47.312222,5.103454,1
4-1628,1628,Grand Marché,47.312458,5.102963,1
4-10071,10071,Billardon,47.330212,5.070679,1
4-1041,1041,Ecole de Gendarmerie,47.27375,5.075278,0
4-766,766,Ahuy (Arrêt de descente),47.367588,5.023933,1
4-728,728,AHUY,47.367348,5.024676,1
4-477,477,Jean Giraudoux,47.330284,5.0889,1
4-1542,1542,Auditorium,47.328594,5.051917,1
4-1562,1562,Auditorium,47.328621,5.051931,1
4-742,742,Barbe,47.328934,5.039754,0
4-516,516,Becquerel,47.288601,5.022794,0
4-405,405,Belin,47.321136,4.999453,1
4-125,125,LONGVIC,47.282272,5.058969,1
4-539,539,Billardon,47.329174,5.070044,1
4-1110,1110,Billardon,47.328819,5.069827,1
4-1457,1457,Bourroches,47.305359,5.023478,1
4-1490,1490,Bourroches,47.30545,5.023442,1
4-1348,1348,Bourroches Eiffel,47.313568,5.01501,1
4-1263,1263,Bourroches,47.305305,5.022681,1
4-1136,1136,BRESSEY,47.309113,5.182949,0
4-1046,1046,BRETENIERE,47.238396,5.115088,1
4-1543,1543,Grand Marché,47.312401,5.10345,1
4-1563,1563,Grand Marché,47.312439,5.103465,1
4-607,607,Calmette,47.309643,5.001871,1
4-1544,1544,Université,47.311653,5.072879,1
4-1564,1564,Université,47.311699,5.072895,1
4-1364,1364,Université,47.311295,5.073576,1
4-1038,1038,LONGVIC Carmélites,47.285805,5.073581,1
4-680,680,Lycée le Castel,47.31263,5.037567,1
4-733,733,Lycée de Gaulle,47.347111,5.041774,0
4-902,902,Collège Le Parc,47.310162,5.033049,0
4-297,297,Cellerier,47.327801,5.033409,0
4-431,431,Ecole des Métiers,47.291729,5.036035,1
4-1248,1248,Cours Fleury,47.327309,5.04097,1
4-252,252,Grands Crus,47.28458,5.008333,1
4-234,234,Grangier,47.322723,5.036965,1
4-1545,1545,Cap Vert,47.313583,5.094366,1
4-1565,1565,Cap Vert,47.313629,5.094355,1
4-1459,1459,CHENÔVE Centre,47.294613,5.006453,1
4-1534,1534,CHENÔVE Centre,47.294604,5.006426,1
4-563,563,Chenôve Centre,47.294231,5.004622,0
4-564,564,Chenôve Centre,47.293613,5.004141,0
4-1141,1141,Chevigny Pont Neuf,47.243359,5.056725,1
4-927,927,Champforey,47.27792,4.998174,0
4-254,254,Marsannay,47.279888,5.006445,1
4-448,448,Chicago,47.299351,5.056386,1
4-977,977,Chanoine Kir,47.317459,5.002816,1
4-16,16,Charet,47.308491,5.011527,0
4-20,20,Champmaillot,47.318623,5.054918,1
4-1546,1546,CHU - Hôpitaux,47.32011,5.067369,1
4-1566,1566,CHU - Hôpitaux,47.320145,5.067371,1
4-290,290,Cimetière,47.303749,5.063834,0
4-73,73,Clomiers,47.333527,5.016328,1
4-487,487,Lycée Eiffel,47.334286,5.066704,1
4-1129,1129,NEUILLY-CRIMOLOIS République,47.273975,5.119567,1
4-1462,1462,Darcy,47.323784,5.034305,1
4-1494,1494,Darcy,47.323811,5.034293,1
4-1600,1600,Darcy Sévigné,47.323246,5.032756,1
4-1230,1230,Darcy Devosge,47.324154,5.034297,1
4-1464,1464,Le Mail,47.299774,5.010495,1
4-1496,1496,Le Mail,47.299812,5.01047,1
4-1143,1143,Domois,47.259174,5.048248,0
4-776,776,Square Darcy,47.32386,5.032297,1
4-81,81,Collège Dorgelès,47.294655,5.059785,0
4-1465,1465,Drapeau,47.33316,5.04398,1
4-1497,1497,Drapeau,47.333172,5.043914,1
4-861,861,Boutaric,47.334919,5.061149,1
4-484,484,Epirey Capnord,47.339756,5.067526,1
4-543,543,Europe Découverte,47.355045,5.044719,0
4-544,544,Europe Découverte,47.355003,5.044915,0
4-300,300,Dolet,47.344711,5.062708,0
4-310,310,Chaput,47.344437,5.065144,0
4-315,315,Cluj,47.346043,5.06655,0
4-318,318,Boirac,47.348286,5.065274,0
4-287,287,Perrenet,47.348755,5.062663,0
4-215,215,Flandres,47.355289,5.065261,0
4-205,205,Ardennes,47.352219,5.06762,0
4-330,330,Bailly,47.349979,5.080074,0
4-339,339,Yser,47.342957,5.077913,0
4-10076,10076,Breuchillière,47.345364,5.075057,0
4-10077,10077,Brot,47.344273,5.072908,0
4-10078,10078,Escaut,47.343086,5.073907,0
4-337,337,Redoute,47.34042,5.077544,0
4-1700,1700,Cracovie,47.341473,5.074368,1
4-343,343,Clairvot,47.346741,5.085298,0
4-340,340,Rosey,47.346504,5.081604,0
4-167,167,Dolet,47.345005,5.062815,0
4-166,166,Chaput,47.344444,5.06566,0
4-165,165,Cluj,47.345909,5.066451,0
4-164,164,Boirac,47.348278,5.065287,0
4-191,191,Perrenet,47.348526,5.062797,0
4-194,194,Flandres,47.355518,5.064783,0
4-202,202,Ardennes,47.35228,5.067663,0
4-162,162,Bailly,47.349998,5.080062,0
4-159,159,Yser,47.342789,5.077758,0
4-10079,10079,Breuchillière,47.345455,5.075088,0
4-10080,10080,Brot,47.34425,5.072722,0
4-10081,10081,Escaut,47.342918,5.073845,0
4-1708,1708,Cracovie,47.341599,5.0744,0
4-238,238,Pont Churchill,47.351303,5.06262,0
4-193,193,Pont Churchill,47.351524,5.062751,0
4-486,486,Dallas CRI,47.335892,5.062628,1
4-79,79,Domaine d'Epoisses,47.236561,5.098115,0
4-1550,1550,Erasme,47.315426,5.067156,1
4-1569,1569,Erasme,47.315399,5.067195,1
4-1466,1466,Europe - Simone Veil,47.353317,5.046194,1
4-1498,1498,Europe - Simone Veil,47.353348,5.045639,1
4-880,880,Fac. des Sciences,47.3158,5.064661,1
4-423,423,Félizots,47.34325,5.023212,0
4-1139,1139,FÉNAY,47.232635,5.063779,0
4-10003,10003,FLAVIGNEROT,47.2784,4.916306,0
4-1232,1232,Motte Giron,47.315578,4.987145,0
4-356,356,Fontaine d'Ouche,47.323036,4.997919,1
4-1467,1467,Foch Gare,47.323505,5.03077,1
4-1499,1499,Foch Gare,47.323536,5.030308,1
4-308,308,FONTAINE Village,47.348171,5.010879,1
4-229,229,Junot,47.339172,5.044431,1
4-1585,1585,DIJON Gare,47.323305,5.028245,1
4-1551,1551,DIJON Gare,47.323324,5.028193,1
4-570,570,Grande Fin,47.350986,5.030686,0
4-583,583,Grande Fin,47.350925,5.030299,0
4-273,273,Grangier,47.322765,5.038251,1
4-1528,1528,Godrans Les Halles,47.325356,5.039137,1
4-1536,1536,Godrans Les Halles,47.325401,5.039126,1
4-406,406,Parc de la Colombière,47.299191,5.040249,0
4-1555,1555,Grésilles Trimolet,47.328907,5.064218,1
4-1571,1571,Grésilles Trimolet,47.328899,5.064191,1
4-1182,1182,Poste,47.323315,5.036704,1
4-425,425,Monnet,47.346882,5.026493,1
4-449,449,Guignard,47.300301,5.059768,1
4-444,444,Guignard,47.300575,5.060219,0
4-500,500,Gay Lussac,47.29073,5.022094,0
4-1469,1469,Carraz,47.300953,5.02102,1
4-1502,1502,Carraz,47.300991,5.020942,1
4-823,823,De Coubertin,47.309151,5.08359,1
4-237,237,Monge Cité de la gastronomie,47.316769,5.030655,1
4-618,618,Hortensias,47.303204,4.996072,1
4-301,301,Houdart,47.33617,5.025014,1
4-1592,1592,HAUTEVILLE,47.367027,5.002748,1
4-1471,1471,Jaurès,47.310654,5.026523,1
4-1504,1504,Jaurès,47.310703,5.026419,1
4-495,495,Jean Bertin,47.35453,5.040878,1
4-545,545,Jean Bertin,47.354855,5.041265,1
4-56,56,Lycée Boivin,47.302364,5.126696,0
4-1188,1188,Ronde,47.31678,5.109752,0
4-1472,1472,Junot,47.339279,5.044595,1
4-1505,1505,Junot,47.339279,5.044528,1
4-496,496,Justice,47.294498,5.021093,0
4-96,96,Lycée Eiffel,47.334389,5.070681,0
4-10,10,Lycée Eiffel,47.334324,5.070744,0
4-12,12,Cap Vert,47.313469,5.094942,1
4-1007,1007,Le Lac,47.325558,5.007602,0
4-126,126,Bief du Moulin,47.28413,5.061008,1
4-1016,1016,Lycée Kir,47.341515,4.966862,0
4-1315,1315,Longvic Z.I.,47.275379,5.061964,0
4-1132,1132,MAGNY,47.276825,5.174128,0
4-1474,1474,1er Mai,47.314705,5.028804,1
4-1507,1507,1er Mai,47.314716,5.028686,1
4-556,556,Mansart,47.312813,5.061557,1
4-1657,1657,Gare SNCF,47.32214,5.030688,1
4-1599,1599,Marmuzots,47.328125,5.01333,1
4-828,828,Urgences CHU,47.322365,5.069854,1
4-92,92,Mont Blanc,47.300331,5.075105,0
4-1246,1246,MARSANNAY Charon,47.267376,4.989676,1
4-152,152,Fassoles,47.334743,5.009319,1
4-1322,1322,CHEVIGNY,47.297997,5.125317,1
4-31,31,St-Mesmin,47.332428,5.018338,1
4-1556,1556,Mazen Sully,47.314713,5.076755,1
4-1572,1572,Mazen Sully,47.314739,5.076717,1
4-1135,1135,Maladière,47.344471,5.000735,0
4-143,143,Monge Cité de la gastronomie,47.318195,5.030423,1
4-1530,1530,Monge Cité de la gastronomie,47.317425,5.031469,1
4-1537,1537,Monge Cité de la gastronomie,47.317471,5.031379,1
4-499,499,Montgolfier,47.291508,5.019249,0
4-509,509,Morvan,47.342194,5.038029,0
4-520,520,Morvan,47.342003,5.038152,0
4-658,658,Montagne de Larrey,47.310555,4.994241,0
4-1204,1204,TALANT Citadelle,47.343433,4.993096,1
4-1475,1475,Nation,47.346596,5.04531,1
4-1508,1508,Nation,47.346607,5.045231,1
4-10000,10000,Les Ateliers,47.295601,5.024389,0
4-10052,10052,Dépôt Navette Personnel,47.295479,5.025389,0
4-1580,1580,Piscine Olympique,47.314991,5.081772,1
4-1581,1581,Piscine Olympique,47.315033,5.081775,1
4-10062,10062,Verger Conservatoire,47.259743,5.079083,0
4-10063,10063,Verger Conservatoire,47.260067,5.078676,0
4-814,814,Pré aux Moines,47.290279,5.10007,1
4-136,136,Parc,47.302555,5.048861,0
4-1025,1025,Bolotte,47.271839,5.003888,0
4-1557,1557,Parc des Sports,47.322689,5.065264,1
4-1573,1573,Parc des Sports,47.322697,5.065304,1
4-992,992,PLOMBIERES,47.346588,4.964914,0
4-491,491,Grésilles Trimolet,47.329166,5.065026,1
4-1558,1558,Poincaré,47.328884,5.05863,1
4-1574,1574,Poincaré,47.328876,5.058577,1
4-542,542,Presles,47.355526,5.034107,0
4-1511,1511,DIJON Valmy,47.364632,5.04653,1
4-1512,1512,DIJON Valmy,47.364623,5.046529,1
4-1019,1019,PERRIGNY,47.264305,5.00736,1
4-674,674,Theuriet,47.33802,5.051416,1
4-1645,1645,ST-APOLLINAIRE Pré Thomas,47.327911,5.085349,1
4-1192,1192,QUETIGNY Europe,47.319576,5.10492,1
